date,aave,algorand,amp-token,arweave,avalanche-2,axie-infinity,basic-attention-token,binance-usd,binancecoin,bitcoin,bitcoin-cash,bitcoin-cash-abc-2,bitcoin-cash-sv,bittorrent-2,blockstack,cardano,cdai,celo,celsius-degree-token,chainlink,chiliz,compound-ether,compound-governance-token,compound-usd-coin,convex-finance,cosmos,crypto-com-chain,curve-dao-token,dai,dash,decentraland,dogecoin,ecash,ecomi,elrond-erd-2,enjincoin,eos,ethereum,ethereum-classic,fantom,filecoin,flow,frax,ftx-token,gala,harmony,hedera-hashgraph,helium,holotoken,huobi-btc,huobi-token,internet-computer,iota,kadena,klay-token,kucoin-shares,kusama,leo-token,link,litecoin,loopring,magic-internet-money,maker,matic-network,monero,msol,near,nem,neo,nexo,okb,olympus,pancakeswap-token,paxos-standard,polkadot,quant-network,radix,ripple,shiba-inu,solana,staked-ether,stellar,sushi,terra-luna,terrausd,tether,tezos,the-graph,the-sandbox,theta-fuel,theta-token,thorchain,tron,true-usd,uniswap,usd-coin,vechain,waves,wrapped-bitcoin,zcash
2021-03-03,4036245930.03996,721049635.1709882,689959653.6171646,447641523.2750055,1732728379.907019,77042364.19437297,738412622.069281,2353970549.5641747,30875335374.058193,749099075902.5197,8002929401.900202,259025279.15434527,2869515463.105776,663610749.4357226,881321758.4439996,32543501071.015373,2196084879.2907743,316985085.25243944,1436574751.105246,9687630977.964436,292427039.7760284,1572356126.9112382,1800085638.9349983,1603616223.2101912,,3730343074.3965287,3082181325.449865,488749550.28938335,2090872914.98493,1792095466.9558916,305860614.19705176,5392337769.207074,,0.0,1926150010.8082364,618896405.7150507,2909619124.4667883,142319940468.80527,1052249086.9218686,1110833067.8628745,1781344948.2029047,567738144.8080168,69627799.24869424,2181971248.9738,165732352.02816376,220035195.4902118,768457805.7719454,240533507.67214012,394588061.25734586,974994096.4893993,2257293627.341412,,2725329406.831736,35601211.64168738,0.0,303094465.68105,1809181868.8836482,1527944077.431275,0.0,9821063937.958658,585454645.5803572,,1616449199.8868797,941540122.2567111,3269058343.443888,,1018281856.6873354,5731198085.416396,2200130876.5142345,981569679.3567022,3845048641.5416756,,1247980686.3325624,849103095.0755651,29091897950.94361,354947517.1285781,,16598617372.260006,0.0,3064002988.3886924,225883862.5424414,7833789560.560779,1881079428.0921102,2193003783.866688,594880911.161175,29499746021.68382,2330784310.955536,1851458575.3353758,140984682.93642077,0.0,3095112237.755536,1009859562.0429571,2788924079.372663,244321143.14169684,6568189559.833465,7412378097.4751,2357108725.4609976,782402734.5691234,4948708542.189013,1086961567.0013642
2021-03-04,4106027928.182749,795543030.7337476,733034512.260057,602446641.3811699,1754200137.9824085,101575667.38555749,957134880.2469141,2330155644.896183,31124061761.01102,782492462108.6729,8163850514.84772,262628849.90078434,2937472367.994142,678652972.2331921,917014830.785691,32448431938.44131,2168376411.547295,336668297.5577406,1492871353.6074004,10261719272.10394,385020395.4550001,1652153613.8390086,1787382134.5294085,1655953195.5415812,,4335257900.157196,3156077212.9640746,455793889.5943069,2096878236.6367295,1876490137.023346,376135922.91139555,5416277662.895895,,0.0,2041461804.7668445,928033966.6835898,3054580180.24313,151118617591.1521,1091120455.4679234,1116487262.358849,1996293734.108106,630096741.8171135,69994255.91308399,2316964490.4877625,189979959.9052837,235180060.5621946,799939559.4667602,250708420.59616292,399106851.856154,1018340923.1719148,2374229618.2625694,,2852901459.049289,34491201.74826723,0.0,319334314.606031,1847545379.7194238,1536929496.5030534,0.0,10442521474.798504,603068262.6986563,,1656020162.9744158,931405224.4926455,3268458966.345824,,1067182740.8149666,5932576762.817413,2332874497.484158,1075537233.897755,3854632977.3039913,,1329127686.219896,812031534.6538297,29900913933.813206,357154795.53330445,,17170955655.88059,0.0,3105425027.6913424,229028874.3611465,7893054343.257258,1858568231.149354,2449897079.988719,601697437.4843152,29718117198.879715,2458044499.720828,2016107055.1978936,177615436.9530659,0.0,3312614560.553795,1111646850.5093708,2929574446.7095575,244752291.3945904,6582735205.520965,7321075325.299662,2889753111.8022447,825443313.9488016,5212184100.475482,1159600132.118812
2021-03-05,3914826476.304234,736354798.6291237,666619658.3574234,525161083.60552424,1648843747.474905,128548441.33945765,868552052.9693741,2463703196.5783124,29732241956.70696,759246946199.2532,7946002907.13661,233499519.90341392,2843876893.867775,666689441.8731596,1075626243.6355214,29832439727.440212,2161998375.4305706,307340177.08894134,1451833684.281067,9564199338.428835,551659794.0013907,1617518209.4133203,1717655817.9347048,1714989241.7252195,,3785076990.470532,3040116516.288973,416610031.0298127,2138266450.846691,1778757802.0112755,471884375.8952692,5389725325.140343,,0.0,2193093989.9869885,1043788175.0394769,3002245731.7320514,148453108221.48215,1078793804.309757,983751451.930261,1968740541.6437423,763539113.5799292,71097937.78444985,2195311321.8434324,188552882.95583028,246770609.81684852,1020945398.8368155,253927383.54634646,375026074.70198154,977258317.5981603,2467069088.251328,,2968004880.798925,33093269.24770247,0.0,303350099.278087,1775689115.3732994,1542066049.152969,0.0,10121844893.090553,571077228.5347438,,1656298203.5793025,832571160.549166,3256465211.1248517,,1145125140.3446019,5366621446.142126,2247622345.9120975,1032212032.4855005,3990852144.328553,,1230862253.5751257,778998545.0701098,28684681592.657055,329739010.03046435,,18468683932.45252,0.0,2896301480.4208236,231617320.92873904,7809165696.202106,1848861712.2523458,2577437316.6986833,625421950.7830951,30426596799.19274,2348465211.5717087,1912482757.9252582,214266840.2240339,0.0,3800283499.63651,1017971839.5187904,3087077114.4253583,243867920.7900532,7358357766.004566,7439481124.392526,2719331073.4008026,787263640.7056454,5026986172.745976,1112812957.9693303
2021-03-06,3844245686.8561134,710201005.4270303,666817167.5791864,544273913.7508465,1699745571.1114864,112296368.64199397,846866353.6986091,2680054536.251323,29186525176.893536,765141200325.3857,7831126681.141184,238347309.4550273,2840699870.4333158,682757972.8962371,1069281082.8968462,31194353057.749603,2103259715.0859277,300761728.859563,1481060871.2416594,9613486335.951994,505160780.6796813,1637394813.212263,1743312578.3184392,1739640659.2820923,,3735745566.483241,3071286497.3645506,414503327.0350276,2140279091.936623,1741142481.5557864,423194958.3494176,5389061810.22759,,0.0,2054600224.0744336,940428676.2892466,2959145461.8241887,147984624302.11884,1069168818.2003301,981306620.1551203,1954754577.1850765,890079798.5716836,71312078.83889017,2154028623.6640224,202088480.36317956,283928308.5091447,947691846.4636874,242474418.108461,451013434.2639491,990771751.0129952,2412847784.3083205,,3088439259.844723,30744625.014332134,0.0,290029385.15040064,1715888047.0448306,1510830597.330304,0.0,10080395847.590757,599236192.8509493,,1568335116.6194594,896769995.0476067,3097542311.5822535,,1076945391.8541567,5436220188.63056,2216896260.954234,1004306431.9345204,3908180172.429665,,1204487728.883859,763857199.739078,27301863443.575928,362338468.4102299,,17566769208.31999,0.0,2793049705.022422,234024695.6155408,7713286818.957621,1782286753.3690636,2909625720.757559,643122079.8021216,30582463023.17897,2410977637.680823,1885429670.6450105,202100821.9795908,0.0,3442163249.826288,1076345047.0873563,3019278109.2122107,246160858.70074162,7304255927.110604,7464484066.94953,2835612741.52399,833187749.6108433,5118807987.410585,1108149333.9893522
2021-03-07,4067414680.701242,716571392.2677723,668104178.4443102,510032443.1549247,1748873536.2678962,119539986.45959422,836992774.892795,2714455446.893479,29482927546.52288,769131788723.183,7871676570.733221,247352583.2517683,2837059803.67522,686683155.80175,1040406157.6644839,30386915215.98211,2083589830.2440846,306200974.8048226,1483848254.7352972,9756363356.710789,511668541.1488524,1781555622.5441902,1806184501.8347652,1756472383.2750893,,3790367887.13647,3127953028.971272,413603131.0047033,2167341654.124676,1754062217.750121,401637815.59192544,5493288717.388206,,0.0,2003178444.8553035,906856442.4748218,2987628502.167852,160711207968.3254,1091592033.8461208,945839409.3950635,1952875094.243693,887324735.2168413,70964471.69401617,2219455058.8491635,203662594.81622416,297488557.41094327,919949029.0133876,247376764.20806426,448878509.0408233,981726259.6098031,2410567091.904294,,2999064608.598251,33429671.409170784,0.0,289106437.4253583,1728836448.6077163,1552872120.8191233,0.0,10276853482.73092,612084292.5755235,,1697931302.7308066,889361120.7985097,3071423052.6423845,,1046321147.7649047,5648728771.5575695,2263689693.3464274,980024915.097464,3862604481.937803,,1215802853.736737,729625636.4994051,27285099564.6545,367639709.19561726,,17805758153.06135,0.0,2899846447.492352,245918389.74436668,7664098354.803945,1776623466.378696,2811841549.515151,650245305.6980091,30635142225.471508,2472102714.717266,1851211450.613146,197838740.4452767,0.0,3489280861.315266,1119054268.6611362,3023128934.335314,246572889.9144086,12408255099.566057,7579859195.729108,2894166541.311373,841793041.6221823,5142594091.606373,1145029602.7870839
2021-03-08,4300519034.10698,745369961.2365977,670112508.6082653,495343428.3560555,1859617044.7282546,126343863.09498644,869255942.8210793,2637516274.1030064,30971192094.925907,800788335843.6346,8094755778.925621,239501889.04983017,2907551095.3570957,693075684.6964742,1055960902.6843783,30384504134.178093,2173709442.061627,309850491.8434735,1643054192.4835827,9859913428.077267,575076611.7123866,2021469811.606923,1786260026.3239853,1690969329.5892463,,3896480706.942906,3235757241.9681273,454813027.02853715,2140549632.853442,1803225545.476969,448015628.31490856,5582449749.79259,,0.0,2125721813.5281544,1098001563.538138,3067945440.0918326,166603781975.58337,1128820782.229672,953462030.1575509,2001354479.3496292,873981281.8903725,72372681.92624551,2296823368.513822,196672461.43097964,287989968.13938206,963664490.0446873,260463824.41531208,454063633.1731976,1125932943.5275686,2459457051.1078005,,3058830131.9932537,34830570.41915592,0.0,313616297.146067,1761982678.4900706,1495351276.8412292,0.0,10685345009.961033,599094529.8632358,,1701896961.3850758,887546556.6418439,3128072171.1690435,,1111516086.2754207,5461999768.747155,2322185258.3482633,1021227237.5685838,3955176600.7789335,,1277297770.1576002,730375856.0098346,28597392158.807564,398792725.956226,,17898729611.056973,0.0,3088171431.602564,250937630.04599985,7812476788.903629,1913860011.5520434,2790504554.937944,659066935.3063326,30655689311.54381,2683824622.8474307,1934827515.8658922,219155806.97409293,0.0,3647800167.920616,1107646640.864927,3116903279.3845854,249005992.02800745,15099131389.253435,7694288647.593402,3113670406.662683,852015261.6305147,5389575811.31522,1187164388.5294728
2021-03-09,4568846052.750198,783228084.244351,665393450.6346536,498442357.8661997,1827098644.6841743,171237719.85293368,927191494.3221166,2532348443.907497,31370071624.838905,822057889896.9529,8338821744.73415,248444012.5391956,2928869903.3499017,713636451.7175609,1068056355.3161172,30361640971.704815,2195210143.8328447,312654211.21995544,1815416253.1925707,11006586055.505596,1004224927.15978,2150775819.104494,1762844993.917526,1661663675.9676545,,3896938753.5963793,3254342604.8923693,485950794.51160705,2170476617.864383,1825897265.897337,553658884.6600397,6561801502.470712,,0.0,2143512110.44067,1398946384.3442419,3140463091.403104,178160719979.14032,1149748419.6093729,978417689.9168532,2014959723.1603117,831351877.7268596,72942275.22666787,2400336990.7746177,195120998.94732726,287461171.009155,1116563926.7920675,278625028.5379586,446906652.02877176,1133787872.75769,2461669120.2377396,,3055841021.3444624,35606694.575985536,0.0,311275916.6587763,1832430041.6889613,1568511116.1044035,0.0,10792476350.974415,626159691.7697719,,1671017518.9632719,916034039.1255041,3331015105.8628993,,1210933845.1423264,5421154657.769971,2373889763.7349358,1095021580.030468,3830815741.1494045,,1285120401.6363447,676555309.0907815,28617875540.23837,445735312.5180436,,18441814996.901352,0.0,3061275402.1787724,267603471.23623973,8002831547.0780525,1859415205.458805,3249515326.526416,679590203.8101702,30785673320.0242,2831956412.667154,1970054700.5299156,267113792.69595584,0.0,4138519318.752625,1141355200.8376908,3208180527.266943,246280170.23487586,14732949384.999245,7716929876.091834,3585457117.737976,852669517.0211793,5731576702.125608,1185217954.068671
2021-03-10,4658736451.749076,793554945.4223517,780996996.8598957,528577716.3747638,3600856385.098394,160151583.12909204,930730273.4950267,2674560312.058097,38115077480.578835,856422147116.0541,8565722732.080325,246462587.9478301,2973358277.8216467,736507609.4753972,1086422146.0092032,31883907590.9671,2151379786.7414384,317058945.64260185,1793382931.1121166,10911618482.172337,1196724872.5744789,2178038346.2670174,1838063339.9764113,1715218109.344847,,4205172772.035113,3458747006.066079,493759794.72052544,2213061799.216812,2060774305.683964,608617141.9825842,6259158831.396072,,0.0,2304338550.990912,1363385782.2726243,3326510639.0487227,180207096994.40808,1202557773.0551877,1130957661.1134884,2029712340.7313263,905572535.4385583,74810377.27490945,2793894522.092248,195770319.9050536,319632559.30070335,1293839099.0485573,291661916.9918354,469658666.32474756,1314382107.3673022,2712032308.7839785,,3269372602.944499,33503741.701056693,0.0,352739769.91270787,2184036804.426154,1608689470.1269662,0.0,11427869387.242739,651221976.305994,,1718650861.6697986,1257409596.4700475,3382103752.236897,,1418935774.208546,5360443373.308091,2538026457.6162267,1180579887.1233568,4056655110.1133475,,1549774760.420147,645288308.629974,31429708135.02391,474279872.3282011,,18713381844.506134,0.0,3318739845.194064,276668432.68190557,8210926838.66994,2107707733.8877695,3907645262.3373275,699963549.1146419,30997856005.572765,2863659229.1149373,2193988702.7418904,300195207.26484203,0.0,4513334357.892462,1196734908.7893317,3194502007.174717,238544333.38146812,14334233168.21729,7690466544.581337,3522515961.1407666,903037156.5931476,6006117884.610526,1257398064.0014803
2021-03-11,4274598159.8432016,2396146117.102475,780334454.3223057,555167295.0275059,3193867826.9911237,181196377.7602151,1034283022.6582464,2703028020.4093018,36170174841.025024,876184679721.6438,8601314441.949715,238693752.68592936,2958259015.975286,797701900.2019081,989940048.3223492,30530146944.808292,2144379655.4312012,331496935.07865584,1739064509.1002994,10262067212.175322,1122375968.5530846,2122287645.5876117,1686873717.4573202,1721032856.7350478,,3924674855.004403,3659792918.8791428,454963143.60154974,2202413639.6166635,1978375308.476057,541205900.5780634,6065434084.141199,,0.0,2197420812.377416,1301408916.6847224,3209598578.301861,174345934013.35208,1173550801.0630205,989070755.8887575,2049586878.2764168,897680832.753843,74084571.78348558,2720156967.9623528,203664935.3001796,324166987.9645407,1379454533.017409,393879590.7226813,465322672.28856134,1302113577.958675,2537907379.1302867,,3060126436.8647003,32650058.641572885,0.0,328768793.284012,2296322735.8616285,1623968866.0421205,0.0,11197824522.072504,603690341.9773245,,1715484536.5885634,1215358421.4787774,3309447676.459299,,1402815357.9436133,4603822525.658237,2424644752.5625763,1144693503.8746538,3774886948.217906,,1408356161.915211,635840725.7160622,30902753378.4231,450062739.7703798,,17829229052.71336,0.0,3187327333.208139,276632808.0970971,7805127407.2721195,2089973329.8356948,3713386591.2624598,727012500.2435378,31264706078.714016,2665395406.2577796,2085403175.8031688,277745013.5317443,0.0,5552438922.719585,1238237355.9626737,3106854114.3515615,239476734.89336824,13517082543.428703,7716218005.978305,3371528513.1589317,859314948.5523576,6212070783.057579,1268628841.433353
2021-03-12,4197416552.78609,2328467405.8454285,733280397.3800123,548620754.2228035,3283817323.656979,214220236.35058847,1004853345.4207126,2611738954.2455306,37158706847.6934,899515637849.869,8569908778.324851,256079712.05027196,2917435836.228395,765348806.3728772,966809262.6721148,29922748974.196396,2181584993.662605,315519169.05180806,1766043731.1591756,10316898251.470804,1554238531.6551907,2113022175.840114,1690396046.2730641,1722240221.356374,,3805818392.747886,3993811752.0940366,440890698.25928795,2223653293.985601,1969566971.3942778,577144664.3134292,6010135614.103825,,0.0,2161312053.948695,1411757864.8799477,3152782333.724849,175272277609.81763,1186787671.403346,943604614.3667355,2021450510.0255349,821939561.1296875,75651301.65138008,2845301256.6935325,197895716.03058544,325397139.8567272,1685259162.6081054,387680055.2266774,462719384.785919,1330068648.7632926,2474807667.7816653,,3222776826.1678405,35143767.407349475,0.0,325306060.7547426,2488428758.9547067,1640054799.0559623,0.0,11180747785.008427,580773889.98818,,1676918680.5586622,1739562010.4440467,3298096664.0008864,,1558327224.0658622,4457944423.636502,2459432844.3580465,1150107304.5191503,3716954321.7375727,,1354750724.0605905,620187299.3670105,29923896281.530853,431293739.7583235,,17313694355.504253,0.0,3548092912.686121,278153451.40919286,7650740855.16423,2158755442.566791,3531994140.2539816,754913818.6851254,31359143210.410194,2615887426.023057,1950691962.8707523,299008268.1091303,0.0,5795490115.510953,1241457412.3267767,3076069063.208382,237751460.76258275,13452243235.482346,7777946073.856447,3660969640.5551014,836954040.0649043,6408529991.034733,1377104751.9868739
2021-03-13,3881302607.616146,2283619309.174543,725347903.2950451,527779703.88429743,3016955836.483747,232292689.80840313,939838468.4525905,2677721303.1070204,34223052698.051872,894954596428.7042,8409031672.432289,266068438.15364268,2895286521.4169583,725286191.3154999,1026025517.5152858,27734692741.519733,2220605705.219824,301227834.36271954,1798521693.31578,9728656375.818022,3266602415.8136816,2012637415.87656,1590589046.3536248,1986264747.8143125,,3681818716.4680066,4034497020.7840276,417575480.2436826,2273685487.163722,1890080772.1901114,732830266.2243384,5934998351.041044,,0.0,2040156330.9330356,1612226243.7964473,3021249079.6315928,170471517922.67874,1161315554.1484854,832114652.4026608,2114551204.865402,893829540.6652591,80398784.46986203,2761171273.625649,189069188.0562664,454204134.754837,1706794154.3325865,365626759.1142846,441905984.8727183,1353737785.374733,2349295633.4895363,,3089691217.253044,33807914.9252029,0.0,309206415.22612065,2374841099.98533,1626239908.8675656,0.0,12352576085.215408,548804244.575697,,1604576672.2284937,1717335471.780571,3323505271.059038,,1821841111.7263694,2977085487.934193,2351939186.648116,1118393131.241895,3574190077.269089,,1233523576.753733,618784901.1798848,29087202405.29692,390720685.4471376,,16871681970.218435,0.0,3266045585.192917,271314809.71067846,7330182743.220891,2239916453.240309,4763269937.766116,804664635.3287243,31948927344.976776,2551226519.721821,1763728372.4405992,348408213.770502,0.0,5851311598.645617,1161599614.1469464,2998034703.050079,241254841.07073393,13515239398.29073,7818901859.600196,3574937421.7645097,826321583.7595673,6423316642.963689,1326669259.8418436
2021-03-14,4344423334.962986,2453440966.8075366,756011515.5406531,558879359.2235572,3313167108.3545604,240097925.8720368,1014553494.2726232,2660586789.3952293,35888799223.221146,958059086748.5513,9354033611.541882,291783331.9397212,3410215325.79775,946567424.0581516,1116026871.298935,29443920946.936726,2229681639.4335203,316859689.16710186,1694650222.8329449,10311138215.726667,2770938225.697866,2189681967.468842,1692577669.8827221,2032732011.0406563,,3869816868.109442,4198176565.6130123,481226335.73355687,2297729802.9313946,2033137982.5774322,1062697041.5335759,6483970089.686454,,0.0,2043463687.1197562,1611905882.0532777,3426940608.7805233,186062850521.56424,1353311859.8353648,875641583.8481894,2391056020.85854,954370070.5264567,86965273.69177029,3017857750.5376825,194349508.74225667,422065452.84035677,1717901117.9528499,430527755.5378107,695662455.6585393,1440066878.448941,2430943994.951211,,3188916859.203334,32591043.00973835,0.0,347004328.59729964,2368920659.1974716,1619484077.6607535,0.0,12699303416.365568,605547856.073175,,1646737349.6200604,1765562014.0852668,3569867733.188945,,1956165968.0734437,2753713365.8040833,2497846174.128615,1187957194.4091775,3627187730.3442044,,1292813424.5548265,613435718.9868361,30644762315.640453,405392339.1701883,,17678059977.461414,0.0,3432392703.563624,295178667.0603461,7711687537.343658,2689564426.0839434,4954958655.56889,841624198.0854416,32050914133.982,2670905549.8885818,1838676085.5606594,403804553.4834299,0.0,5729053315.045862,1191129427.5999613,3179562971.7812595,249710095.85330197,14104325462.281282,7899090428.352635,3680564843.08793,852430025.8349477,6863091255.961457,1430554017.5227923
2021-03-15,4017315831.572474,2487120630.8887997,758607038.5719442,545257751.7998914,3155285183.1018987,278544516.0373105,973299235.5288643,2625410727.2382107,34345854774.105152,930413341613.2347,8801290765.26432,275364519.6337839,3165516428.433976,953568746.5568129,1015963818.5388788,28464118683.313362,2244312555.9146767,309063085.86897737,1618187941.9295535,10002698525.46224,2983857647.751041,2162115208.0059834,1623020833.7189925,2123299099.915204,,3743462347.828012,3964999506.5707383,442330654.1346784,2310992264.566702,1980700760.566467,1157755077.1890652,6369379193.464153,,0.0,1941497074.4907517,1885211887.7363422,3214102504.5952306,180250035968.5058,1264481196.9255164,847794001.5800531,2645819836.76982,922196340.388508,92029635.52276918,3128894350.47852,185316920.26103988,654875171.3386543,2344842465.341833,403172747.21694267,1131785793.461172,1399483955.0131505,2336498759.8872194,,3084211245.8173676,33033346.385809354,0.0,323773975.3439127,2264273967.4159303,1606214990.033654,0.0,12092619486.102266,574232097.9037466,,1568091162.2562168,1619148779.3479917,3514320525.978454,,1783258241.9248323,2542183691.3747993,2367631662.0976114,1201377016.4917428,3543004559.6738405,,1252416398.0094314,608601759.205579,30070658128.858643,415701576.5633604,,17042070809.568254,0.0,3276528557.8757024,282754635.97855747,7480230980.682203,2449181181.2119703,5437394038.288078,859040303.0480144,32128507577.91752,2549174855.650397,1802568753.4561927,403033892.0569546,0.0,6288617683.35721,1094110609.6118832,3096219994.4928007,250127518.0178013,13495627409.772896,7876060056.511951,3671246000.829425,829787493.9465522,6695484367.962208,1334949843.6391966
2021-03-16,3853310052.205301,2616207412.1793146,739893216.7901616,497563358.58111906,3126936251.0243154,259953488.21076432,961337112.0601784,2603195787.616594,33068243528.420605,879820002095.3202,8250636428.603577,265552485.2006426,3003200681.767102,902607014.6176763,1002254900.9599242,27837778726.04785,2212415332.8676853,295027913.4803313,1554545262.060021,9542051695.619513,2715084033.709151,2070592213.3241973,1587498727.8574295,2131867536.888739,,4050929547.2088013,3756203716.257367,462476195.61011744,2328958448.082423,1885906297.359647,1193901296.8252468,6141565601.155435,,0.0,1911897884.8847773,2157774220.8602467,3072753342.571797,173805064796.6662,1201677516.4456828,795053169.9113142,2571880660.0113273,888830945.3730488,93852085.75766438,3014563081.2103715,183280156.4447301,674787538.6732092,2540189320.474282,398188138.9193045,1067342054.9935678,1314788715.228739,2232221361.520553,,2991181200.9918833,32963148.53740026,0.0,310636523.0699057,2346164305.192195,1636552749.0985844,0.0,11230295554.981812,593845920.5222421,,1529363388.5136797,1654631652.823651,3336007584.677589,,1587529403.3244271,2819682414.9168344,2310221501.816939,1225132306.1093352,3352058100.4042573,,1118495874.4436483,641496942.7387291,28258461494.7631,407132958.74588,,16808432284.376818,0.0,3188646069.3420463,274810402.3819461,7338082950.220599,2307573529.7465725,5493746794.436712,893633191.0097991,32313767313.975807,2491583982.593836,1769532021.4139905,387646107.9636575,0.0,5702893922.660519,1113836039.9896991,3069728787.415566,257735238.79982266,12956077915.40637,7982784261.480123,4338343741.766152,814217667.1768354,6300350124.769514,1255219365.7712512
2021-03-17,3878166219.2145524,2616321188.0698957,710290558.7247592,478592540.9508724,3533069312.1212964,251383961.4001228,1287706751.0650296,2563933947.9483447,33541850511.65144,890762449038.0872,8279993194.206445,273883711.15966016,3054036240.5779138,889680404.0447165,1000425869.8925648,33413182618.630997,2352460689.7535453,299037440.03023183,1584443543.5810542,9622694936.275146,2335539149.4498587,2177554144.0561786,1582484730.4079473,2088695339.7397308,,4227045655.3966045,4158422414.0889287,536473627.84697944,2358228347.751577,1891420489.9983575,1002550770.5531355,6348578054.94975,,0.0,1902097620.4040072,1996199052.5299745,3257895953.2342634,173936246735.48807,1210963476.363984,810805774.7628679,3036735348.7723055,888415436.0936421,93629116.75152451,2980718105.480623,174484351.59375137,659483412.3618364,2177668196.9747987,437888092.7605516,1006319497.5025536,1312991438.1650198,2250447764.8398438,,3097397546.4604774,31795623.71453763,0.0,309127732.91412365,2416754103.9434114,1654238846.5911732,0.0,11231906488.480331,570981912.3131685,,1562763880.0896688,1563360760.442662,3439140002.894651,,1721876797.4844818,3009855742.3824387,2419770575.97919,1269692304.4932654,3330690754.917958,,1128850131.8719342,643545237.4313818,29012828418.367634,438759066.35076416,,17855997592.40697,0.0,3068356415.5264707,275848315.8256713,7558496354.156933,2359923561.3575983,6691236948.799825,954462092.1661632,32524718933.882774,2588168680.054711,1755649006.758227,338047037.5703492,0.0,5895122763.566404,1093531176.8991401,3154334240.0216417,254305453.08452678,12996268229.947975,7995785905.384734,4015119855.531841,826666980.2219003,6475002259.278772,1270003017.890896
2021-03-18,3981692368.5685263,2788684431.576668,766242366.4988881,529412011.49839556,3502317271.349316,230280722.63975883,1525169657.1672208,2574034529.047129,34899973317.04809,918967968479.6125,8432971979.195004,264967298.85840982,3054217603.405746,915107737.549322,1061723570.6103567,36898951402.50688,2194214775.4061174,314139012.6848316,1617662953.941071,10655999738.090374,2558553734.4087358,2193271014.1320267,1602812166.0048811,2144084065.7649388,,4190482793.8321304,4156243729.0333304,510143695.89510685,2383560888.911875,1925946891.9508579,1178634979.7279985,6274651841.826351,,0.0,1985135333.9079804,1926544249.5426676,3254708349.6423335,175412472631.0176,1216654639.2070186,921184775.1232419,4465944436.7224045,849943090.3842574,93076651.30537774,3053958378.6102014,163199762.81171462,638775314.8397465,2295607163.188682,472969120.8264781,1076532463.1828353,1373438835.89108,2237985948.58454,,3146101903.2608833,38375594.20117827,0.0,317668841.8504083,2578070088.980697,1694926153.74456,0.0,11503144596.352987,655214229.722747,,1604868629.1377466,1704204777.9890354,3533776634.118972,,1678537507.4628806,2964039290.998006,2688600537.3653555,1290947128.6823714,3310338014.90164,,1176395257.5631802,639440198.345297,29506173086.938663,474209248.433676,,18116702906.791462,0.0,3183460665.5855465,268438502.31388056,7658532126.107492,2330531704.227573,6448967894.281902,993180295.0721605,32508066907.30101,2786991933.9771523,1766427948.7739491,344142656.4017433,0.0,6494037203.452338,1141104007.8511937,3287515435.121156,259453989.64135706,13723987023.57023,8016381691.241809,4169712752.9834414,848263235.3306432,6694562672.617938,1327376731.6981654
2021-03-19,3804905921.938897,2749071033.298977,800277386.652294,649875692.8502213,3567638530.7565956,233614675.47176033,1508415916.633126,2675757554.291581,34074999097.988747,907237959920.5482,8316902320.961678,273816745.92254496,3223193315.9291553,917397641.9768124,1169223137.686621,33262418734.360634,2216334889.5855083,326173130.4266618,1634765932.3010828,10254055368.680378,2901082626.1473985,2193817161.503075,1586673740.4832633,2186884849.3082733,,4482490886.6268425,4708606280.801877,548616745.3870068,2411612746.1577535,1907379894.180753,1091734376.595039,6234908420.201908,,0.0,1935407749.6405861,2103048896.3702185,3350026061.2757554,172056683572.88806,1192323950.0442407,853456488.5145973,3852422516.532054,837435223.0034933,93065060.81865618,2960978223.774804,163011002.65499222,759108054.4520155,2200834352.112462,458993934.4244034,1076142503.3753674,1358615137.2185745,2237423589.5111694,,3102152676.1107435,39332879.06191511,0.0,318330401.6765685,2790154435.0607796,1704488414.4688916,0.0,11237530801.85699,620511220.5977113,,1607444018.081166,1657038061.3610733,3440669232.9516077,,1636877503.2570262,2867502695.7859554,2588052308.918588,1295072868.150859,3277997977.104126,,1146859679.9036896,627067524.9586372,29106039074.402172,473777936.9671488,,18197166571.674156,0.0,3204514096.423495,266988250.48384035,7537507006.791951,2320033517.2123365,6281168909.934285,1046345162.8088686,32747730662.484764,2743078490.682078,1740246346.5462525,358850602.7725404,0.0,7059405332.781554,1105850908.8158844,3223718165.4776096,265269240.81221688,13152525571.586863,8169793799.730698,4237078761.860882,868412044.1805844,6627821268.502566,1324034612.2033331
